index,wnid,imagenet_label,hierarchy_depth,hierarchy_path
191,n02096051,Airedale,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Airedale
192,n02096177,cairn,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > cairn
193,n02096294,Australian_terrier,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Australian terrier
194,n02096437,Dandie_Dinmont,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Dandie Dinmont
195,n02096585,Boston_bull,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Boston bull
196,n02097047,miniature_schnauzer,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > schnauzer > miniature schnauzer
197,n02097130,giant_schnauzer,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > schnauzer > giant schnauzer
198,n02097209,standard_schnauzer,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > schnauzer > standard schnauzer
199,n02097298,Scotch_terrier,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Scotch terrier
200,n02097474,Tibetan_terrier,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Tibetan terrier
201,n02097658,silky_terrier,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > silky terrier
202,n02098105,soft-coated_wheaten_terrier,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > soft-coated wheaten terrier
203,n02098286,West_Highland_white_terrier,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > West Highland white terrier
204,n02098413,Lhasa,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > terrier > Lhasa
205,n02099267,flat-coated_retriever,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > retriever > flat-coated retriever
206,n02099429,curly-coated_retriever,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > retriever > curly-coated retriever
207,n02099601,golden_retriever,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > retriever > golden retriever
208,n02099712,Labrador_retriever,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > retriever > Labrador retriever
209,n02099849,Chesapeake_Bay_retriever,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > retriever > Chesapeake Bay retriever
210,n02100236,German_short-haired_pointer,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > pointer > German short-haired pointer
211,n02100583,vizsla,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > pointer > vizsla
212,n02100735,English_setter,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > setter > English setter
213,n02100877,Irish_setter,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > setter > Irish setter
214,n02101006,Gordon_setter,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > setter > Gordon setter
215,n02101388,Brittany_spaniel,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > spaniel > Brittany spaniel
216,n02101556,clumber,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > spaniel > clumber
217,n02102040,English_springer,19,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > spaniel > springer spaniel > English springer
218,n02102177,Welsh_springer_spaniel,19,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > spaniel > springer spaniel > Welsh springer spaniel
219,n02102318,cocker_spaniel,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > spaniel > cocker spaniel
220,n02102480,Sussex_spaniel,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > spaniel > Sussex spaniel
221,n02102973,Irish_water_spaniel,19,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > hunting dog > sporting dog > spaniel > water spaniel > Irish water spaniel
222,n02104029,kuvasz,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > watchdog > kuvasz
223,n02104365,schipperke,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > watchdog > schipperke
224,n02105056,groenendael,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > Belgian sheepdog > groenendael
225,n02105162,malinois,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > Belgian sheepdog > malinois
226,n02105251,briard,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > briard
227,n02105412,kelpie,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > kelpie
228,n02105505,komondor,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > komondor
229,n02105641,Old_English_sheepdog,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > Old English sheepdog
230,n02105855,Shetland_sheepdog,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > Shetland sheepdog
231,n02106030,collie,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > collie
232,n02106166,Border_collie,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > Border collie
233,n02106382,Bouvier_des_Flandres,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > Bouvier des Flandres
234,n02106550,Rottweiler,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > Rottweiler
235,n02106662,German_shepherd,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > shepherd dog > German shepherd
236,n02107142,Doberman,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > watchdog > pinscher > Doberman
237,n02107312,miniature_pinscher,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > watchdog > pinscher > miniature pinscher
238,n02107574,Greater_Swiss_Mountain_dog,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > Sennenhunde > Greater Swiss Mountain dog
239,n02107683,Bernese_mountain_dog,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > Sennenhunde > Bernese mountain dog
240,n02107908,Appenzeller,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > Sennenhunde > Appenzeller
241,n02108000,EntleBucher,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > Sennenhunde > EntleBucher
242,n02108089,boxer,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > boxer
243,n02108422,bull_mastiff,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > bull mastiff
244,n02108551,Tibetan_mastiff,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > mastiff > Tibetan mastiff
245,n02108915,French_bulldog,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > bulldog > French bulldog
246,n02109047,Great_Dane,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > Great Dane
247,n02109525,Saint_Bernard,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > Saint Bernard
248,n02109961,Eskimo_dog,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > Eskimo dog
249,n02110063,malamute,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > sled dog > malamute
250,n02110185,Siberian_husky,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > sled dog > Siberian husky
251,n02110341,dalmatian,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > dalmatian
252,n02110627,affenpinscher,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > working dog > watchdog > pinscher > affenpinscher
253,n02110806,basenji,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > basenji
254,n02110958,pug,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > pug
255,n02111129,Leonberg,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > Leonberg
256,n02111277,Newfoundland,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > Newfoundland
257,n02111500,Great_Pyrenees,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > Great Pyrenees
258,n02111889,Samoyed,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > spitz > Samoyed
259,n02112018,Pomeranian,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > spitz > Pomeranian
260,n02112137,chow,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > spitz > chow
261,n02112350,keeshond,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > spitz > keeshond
262,n02112706,Brabancon_griffon,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > griffon > Brabancon griffon
263,n02113023,Pembroke,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > corgi > Pembroke
264,n02113186,Cardigan,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > corgi > Cardigan
265,n02113624,toy_poodle,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > poodle > toy poodle
266,n02113712,miniature_poodle,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > poodle > miniature poodle
267,n02113799,standard_poodle,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > poodle > standard poodle
268,n02113978,Mexican_hairless,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > dog > Mexican hairless
269,n02114367,timber_wolf,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > wolf > timber wolf
270,n02114548,white_wolf,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > wolf > white wolf
271,n02114712,red_wolf,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > wolf > red wolf
272,n02114855,coyote,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > wolf > coyote
273,n02115641,dingo,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > wild dog > dingo
274,n02115913,dhole,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > wild dog > dhole
275,n02116738,African_hunting_dog,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > wild dog > African hunting dog
276,n02117135,hyena,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > hyena
277,n02119022,red_fox,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > fox > red fox
278,n02119789,kit_fox,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > fox > kit fox
279,n02120079,Arctic_fox,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > fox > Arctic fox
280,n02120505,grey_fox,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine > fox > grey fox
281,n02123045,tabby,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > cat > domestic cat > tabby
282,n02123159,tiger_cat,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > cat > domestic cat > tiger cat
283,n02123394,Persian_cat,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > cat > domestic cat > Persian cat
284,n02123597,Siamese_cat,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > cat > domestic cat > Siamese cat
285,n02124075,Egyptian_cat,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > cat > domestic cat > Egyptian cat
286,n02125311,cougar,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > cat > wildcat > cougar
287,n02127052,lynx,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > cat > wildcat > lynx
288,n02128385,leopard,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > big cat > leopard
289,n02128757,snow_leopard,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > big cat > snow leopard
290,n02128925,jaguar,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > big cat > jaguar
291,n02129165,lion,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > big cat > lion
292,n02129604,tiger,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > big cat > tiger
293,n02130308,cheetah,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline > big cat > cheetah
294,n02132136,brown_bear,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > bear > brown bear
295,n02133161,American_black_bear,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > bear > American black bear
296,n02134084,ice_bear,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > bear > ice bear
297,n02134418,sloth_bear,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > bear > sloth bear
298,n02137549,mongoose,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > viverrine > mongoose
299,n02138441,meerkat,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > viverrine > meerkat
300,n02165105,tiger_beetle,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > beetle > tiger beetle
301,n02165456,ladybug,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > beetle > ladybug
302,n02167151,ground_beetle,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > beetle > ground beetle
303,n02168699,long-horned_beetle,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > beetle > long-horned beetle
304,n02169497,leaf_beetle,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > beetle > leaf beetle
305,n02172182,dung_beetle,14,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > beetle > lamellicorn beetle > scarabaeid beetle > dung beetle
306,n02174001,rhinoceros_beetle,14,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > beetle > lamellicorn beetle > scarabaeid beetle > rhinoceros beetle
307,n02177972,weevil,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > beetle > weevil
308,n02190166,fly,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > dipterous insect > fly
309,n02206856,bee,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > hymenopterous insect > bee
310,n02219486,ant,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > hymenopterous insect > ant
311,n02226429,grasshopper,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > orthopterous insect > grasshopper
312,n02229544,cricket,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > orthopterous insect > cricket
313,n02231487,walking_stick,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > phasmid > walking stick
314,n02233338,cockroach,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > dictyopterous insect > cockroach
315,n02236044,mantis,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > dictyopterous insect > mantis
316,n02256656,cicada,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > homopterous insect > cicada
317,n02259212,leafhopper,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > homopterous insect > leafhopper
318,n02264363,lacewing,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > neuropteron > lacewing
319,n02268443,dragonfly,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > odonate > dragonfly
320,n02268853,damselfly,12,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > odonate > damselfly
321,n02276258,admiral,14,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > lepidopterous insect > butterfly > nymphalid > admiral
322,n02277742,ringlet,13,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > lepidopterous insect > butterfly > ringlet
323,n02279972,monarch,14,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > lepidopterous insect > butterfly > danaid > monarch
324,n02280649,cabbage_butterfly,14,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > lepidopterous insect > butterfly > pierid > cabbage butterfly
325,n02281406,sulphur_butterfly,13,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > lepidopterous insect > butterfly > sulphur butterfly
326,n02281787,lycaenid,13,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > insect > lepidopterous insect > butterfly > lycaenid
327,n02317335,starfish,10,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > echinoderm > starfish
328,n02319095,sea_urchin,10,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > echinoderm > sea urchin
329,n02321529,sea_cucumber,10,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > echinoderm > sea cucumber
330,n02325366,wood_rabbit,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > lagomorph > leporid > rabbit > wood rabbit
331,n02326432,hare,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > lagomorph > leporid > hare
332,n02328150,Angora,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > lagomorph > leporid > rabbit > Angora
333,n02342885,hamster,13,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > rodent > hamster
334,n02346627,porcupine,13,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > rodent > porcupine
335,n02356798,fox_squirrel,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > rodent > squirrel > tree squirrel > fox squirrel
336,n02361337,marmot,13,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > rodent > marmot
337,n02363005,beaver,13,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > rodent > beaver
338,n02364673,guinea_pig,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > rodent > cavy > guinea pig
339,n02389026,sorrel,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > odd-toed ungulate > equine > horse > sorrel
340,n02391049,zebra,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > odd-toed ungulate > equine > zebra
341,n02395406,hog,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > swine > hog
342,n02396427,wild_boar,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > swine > wild boar
343,n02397096,warthog,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > swine > warthog
344,n02398521,hippopotamus,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > hippopotamus
345,n02403003,ox,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > bovine > cattle > ox
346,n02408429,water_buffalo,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > Old World buffalo > water buffalo
347,n02410509,bison,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > bison
348,n02412080,ram,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > sheep > ram
349,n02415577,bighorn,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > wild sheep > mountain sheep > bighorn
350,n02417914,ibex,18,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > goat > wild goat > ibex
351,n02422106,hartebeest,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > antelope > hartebeest
352,n02422699,impala,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > antelope > impala
353,n02423022,gazelle,17,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > ruminant > bovid > antelope > gazelle
354,n02437312,Arabian_camel,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > camel > Arabian camel
355,n02437616,llama,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate > llama
356,n02441942,weasel,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > musteline mammal > weasel
357,n02442845,mink,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > musteline mammal > mink
358,n02443114,polecat,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > musteline mammal > polecat
359,n02443484,black-footed_ferret,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > musteline mammal > black-footed ferret
360,n02444819,otter,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > musteline mammal > otter
361,n02445715,skunk,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > musteline mammal > skunk
362,n02447366,badger,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > musteline mammal > badger
363,n02454379,armadillo,13,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > edentate > armadillo
364,n02457408,three-toed_sloth,14,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > edentate > sloth > three-toed sloth
365,n02480495,orangutan,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > ape > anthropoid ape > great ape > orangutan
366,n02480855,gorilla,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > ape > anthropoid ape > great ape > gorilla
367,n02481823,chimpanzee,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > ape > anthropoid ape > great ape > chimpanzee
368,n02483362,gibbon,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > ape > anthropoid ape > lesser ape > gibbon
369,n02483708,siamang,16,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > ape > anthropoid ape > lesser ape > siamang
370,n02484975,guenon,15,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey > Old World monkey > guenon
